State,State FIPS Code,District ID,Year,District Name,District Population,Student Population,Student Poverty Population
MT,30,7930,2016,Custer County High School District,11924,637,62
MT,30,8130,2016,Custer K-12 Schools,384,57,8
MT,30,3,2016,Cut Bank Elementary School District,4503,580,136
MT,30,8190,2016,Cut Bank High School District,4630,285,60
MT,30,8280,2016,Darby K-12 Schools,4236,470,85
MT,30,8310,2016,Davey Elementary School District,64,6,2
MT,30,8340,2016,Dawson High School District,8820,454,39
MT,30,8880,2016,De Smet Elementary School District,911,124,45
MT,30,8470,2016,Deer Creek Elementary School District,1752,216,13
MT,30,8670,2016,Deer Lodge Elementary School District,5679,395,79
MT,30,8700,2016,Deer Park Elementary School District,1079,115,17
MT,30,8730,2016,Deerfield Elementary School District,57,10,2
MT,30,8860,2016,Denton Elementary School District,519,60,4
MT,30,8850,2016,Denton High School District,576,33,2
MT,30,8910,2016,Dillon Elementary School District,7887,615,105
MT,30,9000,2016,Divide Elementary School District,182,15,3
MT,30,9030,2016,Dixon Elementary School District,465,53,18
MT,30,9120,2016,Dodson K-12,340,50,17
MT,30,9180,2016,Drummond Elementary School District,1030,94,31
MT,30,9210,2016,Drummond High School District,1352,60,12
MT,30,9330,2016,Dupuyer Elementary School District,370,55,9
MT,30,102,2016,Dutton/Brady K-12 Schools,974,135,44
MT,30,9510,2016,East Glacier Park Elementary School District,556,70,15
MT,30,9560,2016,East Helena Elementary School District,9208,1172,96
MT,30,9670,2016,Ekalaka Elementary School District,911,75,24
MT,30,9720,2016,Elder Grove Elementary School District,3227,438,26
MT,30,9780,2016,Elliston Elementary School District,331,19,4
MT,30,9840,2016,Elysian Elementary School District,1170,117,11
MT,30,9930,2016,Ennis K-12 Schools,3587,356,45
MT,30,10080,2016,Eureka Elementary School District,4793,493,154
MT,30,10920,2016,Evergreen Elementary School District,6475,811,182
MT,30,10230,2016,Fair-Mont-Egan Elementary School District,1222,149,17
MT,30,10140,2016,Fairfield Elementary School District,1242,155,35
MT,30,10170,2016,Fairfield High School District,1895,115,16
MT,30,10210,2016,Fairview Elementary School District,1556,200,27
MT,30,10290,2016,Fairview High School District,1651,115,2
MT,30,10530,2016,Fergus High School District,8868,472,63
MT,30,10800,2016,Fishtail Elementary School District,371,25,8
MT,30,15420,2016,Flathead High School District,61907,3238,336
MT,30,11100,2016,Florence-Carlton K-12 Schools,5594,970,129
MT,30,11160,2016,Forsyth Elementary School District,2539,270,31
MT,30,11190,2016,Forsyth High School District,2600,136,11
MT,30,11240,2016,Fort Benton Elementary School District,1866,164,11
MT,30,11260,2016,Fort Benton High School District,2281,108,13
MT,30,11340,2016,Fortine Elementary School District,757,61,24
MT,30,11420,2016,Frazer Elementary School District,557,109,25
MT,30,11460,2016,Frazer High School District,760,65,24
MT,30,11520,2016,Frenchtown K-12 Schools,7062,1359,107
MT,30,11550,2016,Froid Elementary School District,467,58,13
MT,30,11580,2016,Froid High School District,467,25,5
MT,30,11650,2016,Fromberg K-12 Schools,1100,160,11
MT,30,11670,2016,Frontier Elementary School District,466,60,9
MT,30,11730,2016,Galata Elementary School District,240,24,6
MT,30,11790,2016,Gallatin Gateway Elementary School District,1827,205,11
MT,30,11820,2016,Gardiner Elementary School District,1402,123,12
MT,30,11850,2016,Gardiner High School District,1502,69,18
MT,30,11880,2016,Garfield County High School District,1310,60,4
MT,30,21480,2016,Garrison Elementary School District,127,8,5
MT,30,12210,2016,Geraldine K-12 Schools,632,109,23
MT,30,12270,2016,Geyser Elementary School District,389,37,4
MT,30,12300,2016,Geyser High School District,389,17,1
MT,30,12350,2016,Gildford Colony Elementary School District,133,20,4
MT,30,12420,2016,Glasgow K-12 Schools,5065,812,101
MT,30,12510,2016,Glendive Elementary School District,6703,712,103
MT,30,12570,2016,Gold Creek Elementary School District,223,35,6
MT,30,12600,2016,Golden Ridge Elementary School District,160,16,4
MT,30,12900,2016,Grant Elementary School District,144,15,2
MT,30,12960,2016,Grass Range Elementary School District,502,39,12
MT,30,12990,2016,Grass Range High School District,585,39,9
MT,30,13040,2016,Great Falls Elementary School District,72397,7704,1306
MT,30,13050,2016,Great Falls High School District,72538,3627,397
MT,30,13110,2016,Greenfield Elementary School District,524,46,8
MT,30,13140,2016,Greycliff Elementary School District,345,43,4
MT,30,13200,2016,Hall Elementary School District,322,29,4
MT,30,13260,2016,Hamilton K-12 Schools,11585,1534,377
MT,30,13310,2016,Hardin Elementary School District,9830,1613,452
MT,30,13340,2016,Hardin High School District,8482,605,205
MT,30,13395,2016,Harlem Elementary School District,2446,423,145
MT,30,13400,2016,Harlem High School District,2576,176,44
MT,30,13440,2016,Harlowton Elementary School District,1749,196,64
MT,30,13470,2016,Harlowton High School District,1854,111,10
MT,30,13530,2016,Harrison K-12 Schools,667,92,10
MT,30,13560,2016,Havre Elementary School District,12591,1495,331
MT,30,13590,2016,Havre High School District,13006,685,111
MT,30,13280,2016,Hawks Home Elementary School District,111,11,2
MT,30,13660,2016,Hays-Lodge Pole K-12 Schools,1344,360,124
MT,30,99,2016,Heart Butte K-12 Schools,739,178,58
MT,30,5,2016,Helena Elementary School District,53519,5729,617
MT,30,13800,2016,Helena Flats Elementary School District,1990,276,39
MT,30,13830,2016,Helena High School District,65066,3227,297
MT,30,13860,2016,Hellgate Elementary School District,13536,1499,168
MT,30,13890,2016,Helmville Elementary School District,213,15,3
MT,30,14070,2016,Highwood K-12 Schools,454,72,7
MT,30,14340,2016,Hinsdale Elementary School District,416,47,4
MT,30,14370,2016,Hinsdale High School District,456,30,7
MT,30,14430,2016,Hobson K-12 Schools,690,92,18
MT,30,14640,2016,Hot Springs K-12 Schools,1455,200,47
MT,30,14700,2016,Huntley Project K-12 Schools,4546,865,105
MT,30,14760,2016,Hysham K-12 Schools,692,84,11
MT,30,14820,2016,Independent Elementary School District,2810,446,19
MT,30,15060,2016,Jackson Elementary School District,155,19,2
MT,30,15120,2016,Jefferson High School District,8241,506,24
MT,30,15200,2016,Joliet Elementary School District,2116,222,21
MT,30,15260,2016,Joliet High School District,2476,153,13
MT,30,15340,2016,Jordan Elementary School District,716,85,23
MT,30,15360,2016,Judith Gap Elementary School District,328,30,8
MT,30,15390,2016,Judith Gap High School District,328,18,3
MT,30,15450,2016,Kalispell Elementary School District,29874,3332,575
MT,30,15510,2016,Kester Elementary School District,86,7,2
MT,30,15570,2016,Kila Elementary School District,2075,236,16
MT,30,15610,2016,King Colony Elementary School District,318,28,5
MT,30,7980,2016,Kinsey Elementary School District,535,84,7
MT,30,15640,2016,Kircher Elementary School District,809,84,5
MT,30,15690,2016,Knees Elementary School District,166,28,4
MT,30,16110,2016,La Motte Elementary School District,985,104,8
MT,30,15990,2016,Lambert Elementary School District,449,55,7
MT,30,16020,2016,Lambert High School District,404,20,2
MT,30,16050,2016,Lame Deer Elementary School District,2798,575,195
MT,30,95,2016,Lame Deer High School District,5461,438,115
MT,30,16200,2016,Laurel Elementary School District,11812,1546,119
MT,30,16230,2016,Laurel High School District,11452,689,36
MT,30,16290,2016,Lavina K-12 Schools,356,59,16
MT,30,16490,2016,Lewistown Elementary School District,8497,828,146
MT,30,16530,2016,Libby K-12 Schools,9637,1284,326
MT,30,93,2016,Liberty Elementary School District,241,42,17
MT,30,16710,2016,Lima K-12 Schools,517,89,49
MT,30,16770,2016,Lincoln County High School District,6124,316,45
MT,30,16810,2016,Lincoln K-12 Schools,1352,159,43
MT,30,8400,2016,Lindsay Elementary School District,349,46,4
MT,30,16880,2016,Livingston Elementary School District,10726,1054,153
MT,30,16950,2016,Lockwood Elementary School District,8419,1207,136
MT,30,17010,2016,Lodge Grass Elementary School District,1840,325,106
MT,30,17040,2016,Lodge Grass High School District,2312,162,59
MT,30,17130,2016,Lolo Elementary School District,5446,733,49
MT,30,17190,2016,Lone Rock Elementary School District,3178,315,47
MT,30,17340,2016,Lustre Elementary School District,204,21,3
MT,30,17370,2016,Luther Elementary School District,410,35,1
MT,30,17520,2016,Malmborg Elementary School District,240,41,2
MT,30,17580,2016,Malta K-12 Schools,3120,502,95
MT,30,17610,2016,Manhattan Elementary School District,3160,399,32
MT,30,17640,2016,Manhattan High School District,5333,303,10
MT,30,17700,2016,Marion Elementary School District,1669,199,19
MT,30,6030,2016,McCormick Elementary School District,474,40,16
MT,30,18060,2016,McLeod Elementary School District,221,20,2
MT,30,18170,2016,Medicine Lake K-12 Schools,668,110,7
MT,30,18210,2016,Melrose Elementary School District,116,12,5
MT,30,18240,2016,Melstone Elementary School District,489,49,6
MT,30,18270,2016,Melstone High School District,290,19,3
MT,30,18290,2016,Melville Elementary School District,217,24,2
MT,30,21150,2016,Miami Elementary School District,252,18,6
MT,30,18410,2016,Miles City Elementary School District,10125,991,144
MT,30,18570,2016,Missoula Elementary School District,72936,6060,1087
MT,30,18540,2016,Missoula High School District,106621,4454,611
MT,30,18660,2016,Molt Elementary School District,201,27,3
MT,30,18750,2016,Monforton Elementary School District,2383,230,24
MT,30,18780,2016,Montana City Elementary School District,3080,425,14
MT,30,18870,2016,Moore Elementary School District,520,62,13
MT,30,18900,2016,Moore High School District,520,25,6
MT,30,18960,2016,Morin Elementary School District,434,65,9
MT,30,4,2016,Mountain View Elementary School District,127,24,7
MT,30,19170,2016,Nashua K-12 Schools,912,115,18
MT,30,19310,2016,North Harlem Colony Elementary School District,45,9,3
MT,30,96,2016,North Star Elementary School District,993,106,12
MT,30,97,2016,North Star High School District,1143,52,15
MT,30,90,2016,Noxon Elementary School District,1436,105,17
MT,30,19500,2016,Noxon High School District,2578,169,29
MT,30,19530,2016,Nye Elementary School District,219,10,1
MT,30,10950,2016,Olney-Bissell Elementary School District,1246,109,21
MT,30,19740,2016,Opheim K-12 Schools,346,34,6
MT,30,19950,2016,Ovando Elementary School District,247,10,1
MT,30,19980,2016,Paradise Elementary School District,347,24,4
MT,30,20040,2016,Park City Elementary School District,2354,297,13
MT,30,20070,2016,Park City High School District,2148,107,5
MT,30,20100,2016,Park High School District,13186,596,64
MT,30,20170,2016,Pass Creek Elementary School District,111,13,0
MT,30,20240,2016,Pendroy Elementary School District,309,51,7
MT,30,12840,2016,Philipsburg K-12 Schools,2016,226,29
MT,30,20670,2016,Pine Creek Elementary School District,368,16,1
MT,30,20690,2016,Pine Grove Elementary School District,94,10,1
MT,30,20790,2016,Pioneer Elementary School District,978,126,10
MT,30,20820,2016,Plains Elementary School District,3115,280,88
MT,30,20850,2016,Plains High School District,3461,134,17
MT,30,20880,2016,Pleasant Valley Elementary School District,177,7,1
MT,30,13360,2016,Plenty Coups High School District,759,56,21
MT,30,20960,2016,Plentywood K-12 Schools,2630,379,46
MT,30,21000,2016,Plevna K-12 Schools,440,83,4
MT,30,21030,2016,Polaris Elementary School District,99,4,3
MT,30,21060,2016,Polson Elementary School District,10299,1130,221
MT,30,21090,2016,Polson High School District,11496,573,73
MT,30,21240,2016,Poplar Elementary School District,3820,649,245
MT,30,21270,2016,Poplar High School District,3820,313,76
MT,30,21330,2016,Potomac Elementary School District,1142,113,17
MT,30,4860,2016,Powder River County High School District,1763,101,13
MT,30,21450,2016,Powell County High School District,7053,345,62
MT,30,21510,2016,Power Elementary School District,453,51,11
MT,30,21540,2016,Power High School District,483,28,3
MT,30,21720,2016,Pryor Elementary School District,759,125,38
MT,30,21850,2016,Ramsay Elementary School District,1286,136,11
MT,30,21870,2016,Rapelje Elementary School District,248,30,2
MT,30,21900,2016,Rapelje High School District,354,20,1
MT,30,21960,2016,Rau Elementary School District,393,54,7
MT,30,22080,2016,Red Lodge Elementary School District,3425,276,46
MT,30,22110,2016,Red Lodge High School District,3973,180,43
MT,30,22230,2016,Reedpoint Elementary School District,665,66,2
MT,30,22260,2016,Reedpoint High School District,601,37,2
MT,30,22290,2016,Reichle Elementary School District,129,13,2
MT,30,22370,2016,Richey Elementary School District,439,50,4
MT,30,22410,2016,Richey High School District,507,22,1
MT,30,22710,2016,Roberts K-12 Schools,924,134,10
MT,30,22750,2016,Rocky Boy Elementary School District,3043,606,164
MT,30,28911,2016,Rocky Boy High School District,1833,157,40
MT,30,22790,2016,Ronan Elementary School District,8949,1241,382
MT,30,22800,2016,Ronan High School District,8949,525,93
MT,30,22920,2016,Rosebud K-12,462,78,29
MT,30,11990,2016,Ross Elementary School District,26,3,0
MT,30,23040,2016,Roundup Elementary School District,4155,428,100
MT,30,23070,2016,Roundup High School District,4294,214,56
MT,30,23160,2016,Roy K-12 Schools,299,51,11
MT,30,23340,2016,Ryegate K-12 Schools,475,70,12
MT,30,8040,2016,S H Elementary School District,161,8,1
MT,30,8010,2016,S Y Elementary School District,76,3,1
MT,30,23370,2016,Saco Elementary School District,519,48,7
MT,30,23400,2016,Saco High School District,479,33,4
MT,30,12060,2016,Sand Springs Elementary School District,160,18,1
MT,30,23520,2016,Savage Elementary School District,691,83,23
MT,30,23550,2016,Savage High School District,716,50,11
MT,30,23670,2016,Scobey K-12 Schools,1755,274,25
MT,30,23730,2016,Seeley Lake Elementary School District,2182,209,31
MT,30,23850,2016,Shawmut Elementary School District,105,10,2
MT,30,23900,2016,Shelby Elementary School District,3579,282,52
MT,30,23910,2016,Shelby High School District,3820,177,25
MT,30,23940,2016,Shepherd Elementary School District,4155,589,70
MT,30,23970,2016,Shepherd High School District,4155,297,31
MT,30,24150,2016,Sheridan Elementary School District,1429,116,14
MT,30,24180,2016,Sheridan High School District,1726,71,10
MT,30,932,2016,Shields Valley Elementary School District,1711,158,25
MT,30,933,2016,Shields Valley High School District,1711,84,14
